"nom_iris","iris","numero","nom_voie"
"Le Vieux Chateau",303,6,"Allee Hector Berlioz"
"Le Vieux Chateau",303,7,"Allee Hector Berlioz"
"Le Vieux Chateau",303,8,"Allee Hector Berlioz"
"Le Vieux Chateau",303,9,"Allee Hector Berlioz"
"Le Vieux Chateau",303,10,"Allee Hector Berlioz"
"Le Vieux Chateau",303,11,"Allee Hector Berlioz"
"Le Vieux Chateau",303,12,"Allee Hector Berlioz"
"Le Vieux Chateau",303,13,"Allee Hector Berlioz"
"Le Vieux Chateau",303,14,"Allee Hector Berlioz"
"Le Vieux Chateau",303,15,"Allee Hector Berlioz"
"Le Vieux Chateau",303,16,"Allee Hector Berlioz"
"Le Vieux Chateau",303,17,"Allee Hector Berlioz"
"Le Vieux Chateau",303,18,"Allee Hector Berlioz"
"Le Vieux Chateau",303,19,"Allee Hector Berlioz"
"Le Vieux Chateau",303,20,"Allee Hector Berlioz"
"Le Vieux Chateau",303,22,"Allee Hector Berlioz"
"Le Vieux Chateau",303,24,"Allee Hector Berlioz"
"Le Vieux Chateau",303,26,"Allee Hector Berlioz"
"Le Vieux Chateau",303,28,"Allee Hector Berlioz"
"Le Vieux Chateau",303,30,"Allee Hector Berlioz"
"Le Vieux Chateau",303,32,"Allee Hector Berlioz"
"Le Vieux Chateau",303,34,"Allee Hector Berlioz"
"Le Vieux Chateau",303,36,"Allee Hector Berlioz"
"Le Vieux Chateau",303,38,"Allee Hector Berlioz"
"La Noue Caillet",107,1,"Rue Paul Renaud"
"La Noue Caillet",107,3,"Rue Paul Renaud"
"La Noue Caillet",107,5,"Rue Paul Renaud"
"La Noue Caillet",107,6,"Rue Paul Renaud"
"La Noue Caillet",107,7,"Rue Paul Renaud"
"La Noue Caillet",107,8,"Rue Paul Renaud"
"La Noue Caillet",107,9,"Rue Paul Renaud"
"La Noue Caillet",107,11,"Rue Paul Renaud"
"La Noue Caillet",107,12,"Rue Paul Renaud"
"La Noue Caillet",107,13,"Rue Paul Renaud"
"La Noue Caillet",107,14,"Rue Paul Renaud"
"La Noue Caillet",107,15,"Rue Paul Renaud"
"La Noue Caillet",107,16,"Rue Paul Renaud"
"La Noue Caillet",107,17,"Rue Paul Renaud"
"La Noue Caillet",107,18,"Rue Paul Renaud"
"La Noue Caillet",107,19,"Rue Paul Renaud"
"La Noue Caillet",107,20,"Rue Paul Renaud"
"La Noue Caillet",107,21,"Rue Paul Renaud"
"La Noue Caillet",107,22,"Rue Paul Renaud"
"La Noue Caillet",107,23,"Rue Paul Renaud"
"La Noue Caillet",107,24,"Rue Paul Renaud"
"La Noue Caillet",107,25,"Rue Paul Renaud"
"La Noue Caillet",107,26,"Rue Paul Renaud"
"La Noue Caillet",107,27,"Rue Paul Renaud"
"La Noue Caillet",107,28,"Rue Paul Renaud"
"La Noue Caillet",107,29,"Rue Paul Renaud"
"La Noue Caillet",107,30,"Rue Paul Renaud"
"La Noue Caillet",107,31,"Rue Paul Renaud"
"La Noue Caillet",107,32,"Rue Paul Renaud"
"La Noue Caillet",107,33,"Rue Paul Renaud"
"La Noue Caillet",107,35,"Rue Paul Renaud"
"La Noue Caillet",107,37,"Rue Paul Renaud"
"La Noue Caillet",107,38,"Rue Paul Renaud"
"La Noue Caillet",107,39,"Rue Paul Renaud"
"La Noue Caillet",107,40,"Rue Paul Renaud"
"La Noue Caillet",107,41,"Rue Paul Renaud"
"La Noue Caillet",107,42,"Rue Paul Renaud"
"La Noue Caillet",107,43,"Rue Paul Renaud"
"La Noue Caillet",107,44,"Rue Paul Renaud"
"La Noue Caillet",107,45,"Rue Paul Renaud"
"La Noue Caillet",107,46,"Rue Paul Renaud"
"La Noue Caillet",107,47,"Rue Paul Renaud"
"La Noue Caillet",107,48,"Rue Paul Renaud"
"La Noue Caillet",107,49,"Rue Paul Renaud"
"La Noue Caillet",107,50,"Rue Paul Renaud"
"La Noue Caillet",107,52,"Rue Paul Renaud"
"La Noue Caillet",107,54,"Rue Paul Renaud"
"La Noue Caillet",107,56,"Rue Paul Renaud"
"La Noue Caillet",107,43,"Rue Paul Renaud"
"Le Moulin à Vent",204,1,"Rue Etienne Dolet"
"Le Moulin à Vent",204,2,"Rue Etienne Dolet"
"Le Moulin à Vent",204,3,"Rue Etienne Dolet"
"Le Moulin à Vent",204,4,"Rue Etienne Dolet"
"Le Moulin à Vent",204,5,"Rue Etienne Dolet"
"Le Moulin à Vent",204,6,"Rue Etienne Dolet"
"Le Moulin à Vent",204,8,"Rue Etienne Dolet"
"Le Moulin à Vent",204,10,"Rue Etienne Dolet"
"Le Moulin à Vent",204,11,"Rue Etienne Dolet"
"Le Moulin à Vent",204,12,"Rue Etienne Dolet"
"Le Moulin à Vent",204,13,"Rue Etienne Dolet"
"Le Moulin à Vent",204,14,"Rue Etienne Dolet"
"Le Moulin à Vent",204,15,"Rue Etienne Dolet"
"Le Moulin à Vent",204,16,"Rue Etienne Dolet"
"Le Moulin à Vent",204,17,"Rue Etienne Dolet"
"Le Moulin à Vent",204,18,"Rue Etienne Dolet"
"Le Moulin à Vent",204,19,"Rue Etienne Dolet"
"Le Moulin à Vent",204,20,"Rue Etienne Dolet"
"Le Moulin à Vent",204,21,"Rue Etienne Dolet"
"Le Moulin à Vent",204,22,"Rue Etienne Dolet"
"Le Moulin à Vent",204,23,"Rue Etienne Dolet"
"Le Moulin à Vent",204,24,"Rue Etienne Dolet"
"Le Moulin à Vent",204,26,"Rue Etienne Dolet"
"Le Moulin à Vent",204,27,"Rue Etienne Dolet"
"Le Moulin à Vent",204,28,"Rue Etienne Dolet"
"Le Moulin à Vent",204,31,"Rue Etienne Dolet"
"Le Moulin à Vent",204,32,"Rue Etienne Dolet"
"Le Moulin à Vent",204,33,"Rue Etienne Dolet"
"Le Moulin à Vent",204,34,"Rue Etienne Dolet"
"Le Moulin à Vent",204,35,"Rue Etienne Dolet"
"Le Moulin à Vent",204,36,"Rue Etienne Dolet"
"Le Moulin à Vent",204,37,"Rue Etienne Dolet"
"Le Moulin à Vent",204,38,"Rue Etienne Dolet"
"Le Moulin à Vent",204,39,"Rue Etienne Dolet"
"Le Moulin à Vent",204,40,"Rue Etienne Dolet"
"Le Moulin à Vent",204,42,"Rue Etienne Dolet"
"Le Moulin à Vent",204,44,"Rue Etienne Dolet"
"Le Moulin à Vent",204,46,"Rue Etienne Dolet"
"Le Moulin à Vent",204,50,"Rue Etienne Dolet"
"Le Moulin à Vent",204,52,"Rue Etienne Dolet"
"Le Moulin à Vent",204,54,"Rue Etienne Dolet"
"Le Moulin à Vent",204,56,"Rue Etienne Dolet"
"Le Moulin à Vent",204,58,"Rue Etienne Dolet"
"Le Moulin à Vent",204,60,"Rue Etienne Dolet"
"Le Moulin à Vent",204,62,"Rue Etienne Dolet"
"Le Moulin à Vent",204,64,"Rue Etienne Dolet"
"Le Moulin à Vent",204,66,"Rue Etienne Dolet"
"Le Moulin à Vent",204,68,"Rue Etienne Dolet"
"Le Moulin à Vent",204,70,"Rue Etienne Dolet"
"Le Moulin à Vent",204,72,"Rue Etienne Dolet"
"Le Moulin à Vent",204,74,"Rue Etienne Dolet"
"Le Moulin à Vent",204,56,"Rue Etienne Dolet"
"Le Moulin à Vent",204,52,"Rue Etienne Dolet"
"Le Moulin à Vent",204,4,"Rue Etienne Dolet"
"Le Moulin à Vent",204,54,"Rue Etienne Dolet"
"Le Moulin à Vent",204,24,"Rue Etienne Dolet"
"Le Moulin à Vent",204,24,"Rue Etienne Dolet"
"Le Moulin à Vent",204,23,"Rue Etienne Dolet"
"Le Moulin à Vent",204,6,"Rue Etienne Dolet"
"Le Moulin à Vent",204,5,"Rue Etienne Dolet"
"La Noue Caillet",107,1,"Allee des Fougeres"
"La Noue Caillet",107,2,"Allee des Fougeres"
"La Noue Caillet",107,3,"Allee des Fougeres"
"La Noue Caillet",107,4,"Allee des Fougeres"
"La Noue Caillet",107,5,"Allee des Fougeres"
"La Noue Caillet",107,6,"Allee des Fougeres"
"La Noue Caillet",107,7,"Allee des Fougeres"
"La Noue Caillet",107,8,"Allee des Fougeres"
"La Noue Caillet",107,9,"Allee des Fougeres"
"La Noue Caillet",107,10,"Allee des Fougeres"
"La Noue Caillet",107,11,"Allee des Fougeres"
"La Noue Caillet",107,12,"Allee des Fougeres"
"La Noue Caillet",107,13,"Allee des Fougeres"
"La Noue Caillet",107,15,"Allee des Fougeres"
"La Ferme",404,2,"Rue Robert Douvillez"
"Fosse de la Regale",405,3,"Rue Robert Douvillez"
"Fosse de la Regale",405,5,"Rue Robert Douvillez"
"La Ferme",404,6,"Rue Robert Douvillez"
"Fosse de la Regale",405,7,"Rue Robert Douvillez"
"La Ferme",404,8,"Rue Robert Douvillez"
"Fosse de la Regale",405,9,"Rue Robert Douvillez"
"La Ferme",404,10,"Rue Robert Douvillez"
"Fosse de la Regale",405,11,"Rue Robert Douvillez"
"La Ferme",404,12,"Rue Robert Douvillez"
"Fosse de la Regale",405,13,"Rue Robert Douvillez"
"La Ferme",404,14,"Rue Robert Douvillez"
"Fosse de la Regale",405,15,"Rue Robert Douvillez"
"Fosse de la Regale",405,17,"Rue Robert Douvillez"
"Fosse de la Regale",405,20,"Rue Robert Douvillez"
"Fosse de la Regale",405,21,"Rue Robert Douvillez"
"Fosse de la Regale",405,23,"Rue Robert Douvillez"
"Fosse de la Regale",405,25,"Rue Robert Douvillez"
"Fosse de la Regale",405,26,"Rue Robert Douvillez"
"Fosse de la Regale",405,28,"Rue Robert Douvillez"
"Fosse de la Regale",405,29,"Rue Robert Douvillez"
"Fosse de la Regale",405,30,"Rue Robert Douvillez"
"Fosse de la Regale",405,31,"Rue Robert Douvillez"
"Fosse de la Regale",405,32,"Rue Robert Douvillez"
"Fosse de la Regale",405,33,"Rue Robert Douvillez"
"Fosse de la Regale",405,35,"Rue Robert Douvillez"
"Fosse de la Regale",405,37,"Rue Robert Douvillez"
"Fosse de la Regale",405,38,"Rue Robert Douvillez"
"Fosse de la Regale",405,39,"Rue Robert Douvillez"
"Fosse de la Regale",405,40,"Rue Robert Douvillez"
"Fosse de la Regale",405,41,"Rue Robert Douvillez"
"Fosse de la Regale",405,42,"Rue Robert Douvillez"
"Fosse de la Regale",405,43,"Rue Robert Douvillez"
"Fosse de la Regale",405,44,"Rue Robert Douvillez"
"Fosse de la Regale",405,46,"Rue Robert Douvillez"
"Fosse de la Regale",405,49,"Rue Robert Douvillez"
"Fosse de la Regale",405,51,"Rue Robert Douvillez"
"La Remise à Jorelle",302,1,"Avenue Marie Curie"
"La Remise à Jorelle",302,4,"Avenue Marie Curie"
"La Remise à Jorelle",302,5,"Avenue Marie Curie"
"La Remise à Jorelle",302,6,"Avenue Marie Curie"
"La Remise à Jorelle",302,7,"Avenue Marie Curie"
"La Remise à Jorelle",302,8,"Avenue Marie Curie"
"La Remise à Jorelle",302,9,"Avenue Marie Curie"
"La Remise à Jorelle",302,10,"Avenue Marie Curie"
"La Remise à Jorelle",302,11,"Avenue Marie Curie"
"La Remise à Jorelle",302,12,"Avenue Marie Curie"
"La Remise à Jorelle",302,13,"Avenue Marie Curie"
"La Remise à Jorelle",302,14,"Avenue Marie Curie"
"La Remise à Jorelle",302,15,"Avenue Marie Curie"
"La Remise à Jorelle",302,16,"Avenue Marie Curie"
"La Remise à Jorelle",302,17,"Avenue Marie Curie"
"La Remise à Jorelle",302,18,"Avenue Marie Curie"
"La Remise à Jorelle",302,19,"Avenue Marie Curie"
"La Remise à Jorelle",302,20,"Avenue Marie Curie"
"La Remise à Jorelle",302,21,"Avenue Marie Curie"
"La Remise à Jorelle",302,22,"Avenue Marie Curie"
"La Remise à Jorelle",302,23,"Avenue Marie Curie"
"La Remise à Jorelle",302,24,"Avenue Marie Curie"
"La Remise à Jorelle",302,25,"Avenue Marie Curie"
"La Remise à Jorelle",302,26,"Avenue Marie Curie"
"La Remise à Jorelle",302,27,"Avenue Marie Curie"
"La Remise à Jorelle",302,28,"Avenue Marie Curie"
"La Remise à Jorelle",302,29,"Avenue Marie Curie"
"La Remise à Jorelle",302,31,"Avenue Marie Curie"
"La Remise à Jorelle",302,33,"Avenue Marie Curie"
"La Remise à Jorelle",302,35,"Avenue Marie Curie"
"La Remise à Jorelle",302,37,"Avenue Marie Curie"
"La Remise à Jorelle",302,39,"Avenue Marie Curie"
"La Remise à Jorelle",302,41,"Avenue Marie Curie"
"Les Courts Sillons",305,43,"Avenue Marie Curie"
"Les Courts Sillons",305,45,"Avenue Marie Curie"
"Les Courts Sillons",305,47,"Avenue Marie Curie"
"La Remise à Jorelle",302,14,"Avenue Marie Curie"
"La Remise à Jorelle",302,22,"Avenue Marie Curie"
"La Remise à Jorelle",302,13,"Avenue Marie Curie"
"La Remise à Jorelle",302,21,"Avenue Marie Curie"
"La Remise à Jorelle",302,14,"Avenue Marie Curie"
"La Remise à Jorelle",302,5,"Avenue Marie Curie"
"Le Saule Blanc",304,2,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,3,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,4,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,5,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,6,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,7,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,8,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,9,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,10,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,11,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,12,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,13,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,14,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,15,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,16,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,17,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,19,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,20,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,21,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,22,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,23,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,24,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,25,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,26,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,27,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,28,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,30,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,32,"Rue Louis Léon Collignon"
"Le Saule Blanc",304,34,"Rue Louis Léon Collignon"
"La Martraye",402,2,"Rue Charles Ferdinand"
"La Martraye",402,4,"Rue Charles Ferdinand"
"La Martraye",402,5,"Rue Charles Ferdinand"
"La Martraye",402,6,"Rue Charles Ferdinand"
"La Martraye",402,7,"Rue Charles Ferdinand"
"La Martraye",402,8,"Rue Charles Ferdinand"
"La Martraye",402,9,"Rue Charles Ferdinand"
"La Martraye",402,11,"Rue Charles Ferdinand"
"La Martraye",402,12,"Rue Charles Ferdinand"
"La Martraye",402,13,"Rue Charles Ferdinand"
"La Martraye",402,14,"Rue Charles Ferdinand"
"La Martraye",402,15,"Rue Charles Ferdinand"
"La Martraye",402,16,"Rue Charles Ferdinand"
"La Martraye",402,17,"Rue Charles Ferdinand"
"La Martraye",402,18,"Rue Charles Ferdinand"
"La Martraye",402,19,"Rue Charles Ferdinand"
"La Martraye",402,20,"Rue Charles Ferdinand"
"La Martraye",402,21,"Rue Charles Ferdinand"
"La Martraye",402,22,"Rue Charles Ferdinand"
"La Martraye",402,23,"Rue Charles Ferdinand"
"La Martraye",402,4,"Rue Charles Ferdinand"
"La Martraye",402,5,"Rue Charles Ferdinand"
"La Martraye",402,19,"Rue Charles Ferdinand"
"La Martraye",402,11,"Rue Charles Ferdinand"
"La Martraye",402,18,"Rue Charles Ferdinand"
"La Martraye",402,12,"Rue Charles Ferdinand"
"La Martraye",402,16,"Rue Charles Ferdinand"
"Les Friches",401,4,"Place Georges Lyssandre"
"Les Friches",401,6,"Place Georges Lyssandre"
"Les Friches",401,8,"Place Georges Lyssandre"
"Les Friches",401,10,"Place Georges Lyssandre"
"Les Friches",401,12,"Place Georges Lyssandre"
"Les Friches",401,14,"Place Georges Lyssandre"
"Les Friches",401,16,"Place Georges Lyssandre"
"Les Friches",401,18,"Place Georges Lyssandre"
"Les Friches",401,20,"Place Georges Lyssandre"
"Les Friches",401,22,"Place Georges Lyssandre"
"Les Friches",401,24,"Place Georges Lyssandre"
"Les Friches",401,26,"Place Georges Lyssandre"
"Les Friches",401,28,"Place Georges Lyssandre"
"Les Friches",401,30,"Place Georges Lyssandre"
"Les Friches",401,32,"Place Georges Lyssandre"
"Les Friches",401,34,"Place Georges Lyssandre"
"Les Friches",401,36,"Place Georges Lyssandre"
"Les Friches",401,38,"Place Georges Lyssandre"
"Les Friches",401,40,"Place Georges Lyssandre"
"Les Friches",401,42,"Place Georges Lyssandre"
"Les Friches",401,44,"Place Georges Lyssandre"
"Les Friches",401,46,"Place Georges Lyssandre"
"Les Friches",401,47,"Place Georges Lyssandre"
"Les Friches",401,48,"Place Georges Lyssandre"
"Les Friches",401,50,"Place Georges Lyssandre"
"Les Friches",401,52,"Place Georges Lyssandre"
"Les Friches",401,54,"Place Georges Lyssandre"
"Les Friches",401,56,"Place Georges Lyssandre"
"La Ferme",404,2,"Rue Georges Elie"
"La Ferme",404,4,"Rue Georges Elie"
"La Ferme",404,6,"Rue Georges Elie"
"La Ferme",404,7,"Rue Georges Elie"
"La Ferme",404,8,"Rue Georges Elie"
"La Ferme",404,9,"Rue Georges Elie"
"La Ferme",404,10,"Rue Georges Elie"
"La Ferme",404,11,"Rue Georges Elie"
"La Ferme",404,12,"Rue Georges Elie"
"La Ferme",404,13,"Rue Georges Elie"
"La Ferme",404,14,"Rue Georges Elie"
"La Ferme",404,15,"Rue Georges Elie"
"La Ferme",404,16,"Rue Georges Elie"
"La Ferme",404,17,"Rue Georges Elie"
"La Ferme",404,18,"Rue Georges Elie"
"La Ferme",404,19,"Rue Georges Elie"
"La Ferme",404,20,"Rue Georges Elie"
"La Ferme",404,21,"Rue Georges Elie"
"La Ferme",404,22,"Rue Georges Elie"
"La Ferme",404,23,"Rue Georges Elie"
"La Ferme",404,24,"Rue Georges Elie"
"La Ferme",404,25,"Rue Georges Elie"
"La Ferme",404,28,"Rue Georges Elie"
"La Ferme",404,29,"Rue Georges Elie"
"La Ferme",404,30,"Rue Georges Elie"
"La Ferme",404,31,"Rue Georges Elie"
"La Ferme",404,32,"Rue Georges Elie"
"La Ferme",404,34,"Rue Georges Elie"
"La Ferme",404,36,"Rue Georges Elie"
"La Ferme",404,38,"Rue Georges Elie"
"La Ferme",404,40,"Rue Georges Elie"
"La Ferme",404,42,"Rue Georges Elie"
"La Ferme",404,44,"Rue Georges Elie"
"La Ferme",404,46,"Rue Georges Elie"
"La Ferme",404,48,"Rue Georges Elie"
"La Ferme",404,50,"Rue Georges Elie"
"La Ferme",404,52,"Rue Georges Elie"
"La Ferme",404,54,"Rue Georges Elie"
"La Ferme",404,22,"Rue Georges Elie"
"La Ferme",404,29,"Rue Georges Elie"
"Les Merisiers",106,3,"Rue Borel"
"Les Merisiers",106,4,"Rue Borel"
"Les Merisiers",106,5,"Rue Borel"
"Les Merisiers",106,6,"Rue Borel"
"Les Merisiers",106,7,"Rue Borel"
"Les Merisiers",106,8,"Rue Borel"
"Les Merisiers",106,9,"Rue Borel"
"Les Merisiers",106,10,"Rue Borel"
"Les Merisiers",106,11,"Rue Borel"
"Les Merisiers",106,12,"Rue Borel"
"Les Merisiers",106,13,"Rue Borel"
"Les Merisiers",106,14,"Rue Borel"
"Les Merisiers",106,15,"Rue Borel"
"Les Merisiers",106,16,"Rue Borel"
"Les Merisiers",106,17,"Rue Borel"
"Les Merisiers",106,18,"Rue Borel"
"Les Merisiers",106,20,"Rue Borel"
"Les Merisiers",106,22,"Rue Borel"
"Les Merisiers",106,24,"Rue Borel"
"Les Merisiers",106,26,"Rue Borel"
"Les Merisiers",106,15,"Rue Borel"
"Les Merisiers",106,11,"Rue Borel"
"Les Merisiers",106,1,"Avenue des Mésarmes"
"Les Merisiers",106,2,"Avenue des Mésarmes"
"Les Merisiers",106,3,"Avenue des Mésarmes"
"Les Merisiers",106,4,"Avenue des Mésarmes"
"Les Merisiers",106,5,"Avenue des Mésarmes"
"Les Merisiers",106,6,"Avenue des Mésarmes"
"Les Merisiers",106,7,"Avenue des Mésarmes"
"Les Merisiers",106,8,"Avenue des Mésarmes"
"Les Merisiers",106,9,"Avenue des Mésarmes"
"Les Merisiers",106,10,"Avenue des Mésarmes"
"Les Merisiers",106,11,"Avenue des Mésarmes"
"Les Merisiers",106,12,"Avenue des Mésarmes"
"Les Merisiers",106,13,"Avenue des Mésarmes"
"Les Merisiers",106,14,"Avenue des Mésarmes"
"Les Merisiers",106,15,"Avenue des Mésarmes"
"Les Merisiers",106,16,"Avenue des Mésarmes"
"Les Merisiers",106,17,"Avenue des Mésarmes"
"Les Merisiers",106,18,"Avenue des Mésarmes"
"Les Merisiers",106,20,"Avenue des Mésarmes"
"Les Merisiers",106,22,"Avenue des Mésarmes"
"Les Merisiers",106,24,"Avenue des Mésarmes"
"Les Merisiers",106,26,"Avenue des Mésarmes"
"Les Merisiers",106,28,"Avenue des Mésarmes"
"Les Merisiers",106,30,"Avenue des Mésarmes"
"Les Merisiers",106,32,"Avenue des Mésarmes"
"Les Merisiers",106,33,"Avenue des Mésarmes"
"Les Merisiers",106,34,"Avenue des Mésarmes"
"Les Merisiers",106,35,"Avenue des Mésarmes"
"Les Merisiers",106,36,"Avenue des Mésarmes"
"Les Merisiers",106,37,"Avenue des Mésarmes"
"Les Merisiers",106,38,"Avenue des Mésarmes"
"Les Merisiers",106,39,"Avenue des Mésarmes"
"Les Merisiers",106,33,"Avenue des Mésarmes"
"Les Merisiers",106,13,"Avenue des Mésarmes"
"Les Merisiers",106,14,"Avenue des Mésarmes"
"Le Centre Ville",202,1,"Villa Thorel"
"Le Centre Ville",202,4,"Villa Thorel"
"Le Centre Ville",202,5,"Villa Thorel"
"Le Centre Ville",202,6,"Villa Thorel"
"Le Centre Ville",202,7,"Villa Thorel"
"Le Centre Ville",202,9,"Villa Thorel"
"Le Centre Ville",202,10,"Villa Thorel"
"Le Centre Ville",202,11,"Villa Thorel"
"Le Centre Ville",202,12,"Villa Thorel"
"Le Centre Ville",202,14,"Villa Thorel"
"Le Mainguy",201,2,"Rue Philéas Collardeau"
"Le Mainguy",201,3,"Rue Philéas Collardeau"
"Le Mainguy",201,4,"Rue Philéas Collardeau"
"Le Mainguy",201,5,"Rue Philéas Collardeau"
"Le Mainguy",201,6,"Rue Philéas Collardeau"
"Le Mainguy",201,7,"Rue Philéas Collardeau"
"Le Mainguy",201,8,"Rue Philéas Collardeau"
"Le Mainguy",201,9,"Rue Philéas Collardeau"
"Le Mainguy",201,10,"Rue Philéas Collardeau"
"Le Mainguy",201,11,"Rue Philéas Collardeau"
"Le Mainguy",201,13,"Rue Philéas Collardeau"
"Le Mainguy",201,14,"Rue Philéas Collardeau"
"Le Mainguy",201,15,"Rue Philéas Collardeau"
"Le Mainguy",201,16,"Rue Philéas Collardeau"
"Le Mainguy",201,17,"Rue Philéas Collardeau"
"Le Mainguy",201,18,"Rue Philéas Collardeau"
"Le Mainguy",201,19,"Rue Philéas Collardeau"
"Le Mainguy",201,20,"Rue Philéas Collardeau"
"Le Mainguy",201,21,"Rue Philéas Collardeau"
"Le Mainguy",201,22,"Rue Philéas Collardeau"
"Le Mainguy",201,23,"Rue Philéas Collardeau"
"Le Mainguy",201,24,"Rue Philéas Collardeau"
"Le Mainguy",201,25,"Rue Philéas Collardeau"
"Le Mainguy",201,26,"Rue Philéas Collardeau"
"Le Mainguy",201,19,"Rue Philéas Collardeau"
"Le Mainguy",201,17,"Rue Philéas Collardeau"
"Le Mainguy",201,9,"Rue Philéas Collardeau"
"La Mare à la Veuve",301,3,"Impasse Georges Brassens"
"La Mare à la Veuve",301,5,"Impasse Georges Brassens"
"La Mare à la Veuve",301,7,"Impasse Georges Brassens"
"La Mare à la Veuve",301,9,"Impasse Georges Brassens"
"La Mare à la Veuve",301,11,"Impasse Georges Brassens"
"La Mare à la Veuve",301,13,"Impasse Georges Brassens"
"La Mare à la Veuve",301,15,"Impasse Georges Brassens"
"Le Moulin à Vent",204,1,"Chemin de la Mare a la Veuve"
"La Mare à la Veuve",301,3,"Chemin de la Mare a la Veuve"
"La Mare à la Veuve",301,5,"Chemin de la Mare a la Veuve"
"La Mare à la Veuve",301,7,"Chemin de la Mare a la Veuve"
"La Mare à la Veuve",301,9,"Chemin de la Mare a la Veuve"
"La Mare à la Veuve",301,11,"Chemin de la Mare a la Veuve"
"La Mare à la Veuve",301,13,"Chemin de la Mare a la Veuve"
"Le Moulin à Vent",204,15,"Chemin de la Mare a la Veuve"
"La Mare à la Veuve",301,17,"Chemin de la Mare a la Veuve"
"La Mare à la Veuve",301,35,"Chemin de la Mare a la Veuve"
"Le Chateau Gobillon",105,1,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,8,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,10,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,12,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,13,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,14,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,15,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,16,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,17,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,18,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,20,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,26,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,28,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,30,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,34,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,38,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,40,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,42,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,44,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,46,"Rue Lucien Chapelain"
"Le Chateau Gobillon",105,12,"Rue Lucien Chapelain"
"Les Courts Sillons",305,1,"Avenue des Sciences"
"Les Courts Sillons",305,2,"Avenue des Sciences"
"Les Courts Sillons",305,3,"Avenue des Sciences"
"Les Courts Sillons",305,4,"Avenue des Sciences"
"Les Courts Sillons",305,5,"Avenue des Sciences"
"Les Courts Sillons",305,6,"Avenue des Sciences"
"Les Courts Sillons",305,7,"Avenue des Sciences"
"Les Courts Sillons",305,8,"Avenue des Sciences"
"Les Courts Sillons",305,9,"Avenue des Sciences"
"Les Courts Sillons",305,10,"Avenue des Sciences"
"Les Courts Sillons",305,11,"Avenue des Sciences"
"Les Courts Sillons",305,12,"Avenue des Sciences"
"Les Courts Sillons",305,13,"Avenue des Sciences"
"Les Courts Sillons",305,14,"Avenue des Sciences"
"Les Courts Sillons",305,15,"Avenue des Sciences"
"Les Courts Sillons",305,16,"Avenue des Sciences"
"Les Courts Sillons",305,17,"Avenue des Sciences"
"Les Courts Sillons",305,18,"Avenue des Sciences"
"Les Courts Sillons",305,19,"Avenue des Sciences"
"Les Courts Sillons",305,20,"Avenue des Sciences"
"Les Courts Sillons",305,21,"Avenue des Sciences"
"Les Courts Sillons",305,22,"Avenue des Sciences"
"Les Courts Sillons",305,23,"Avenue des Sciences"
